payment_id,order_id,payment_date,payment_method,payment_status,amount,gateway,transaction_ref
PAY-56071B26,ORD-07FEF452,2021-02-18 14:15:00,paypal,REFUNDED,1292.35,PayPal,TXN-C6B7B9D5C3D68A35
PAY-5B8462A6,ORD-DAF070B0,2021-03-05 13:15:06,debit_card,SUCCESS,13446.47,Adyen,TXN-DB47BCFBE889FAE6
PAY-14D27DFC,ORD-9244A535,2021-11-17 05:24:25,buy_now_pay_later,SUCCESS,13199.84,Adyen,TXN-E70BD07F74B80490
PAY-B03DDAD4,ORD-889ACB50,2021-11-20 10:34:12,bank_transfer,SUCCESS,13763.84,Adyen,TXN-E234DDE7019D016A
PAY-640BD83F,ORD-63893F3F,2022-06-05 07:56:31,google_pay,SUCCESS,15807.52,Stripe,TXN-B16F3D0B8A0CA2D9
PAY-2A7DDB9E,ORD-63ACEB50,2021-05-29 05:07:22,google_pay,SUCCESS,1189.7,Adyen,TXN-B18EEBDFCFD0E8E9
PAY-55E0F69E,ORD-4B4F72C3,2022-03-21 23:11:44,paypal,SUCCESS,6342.18,Braintree,TXN-D95DEC7F7AD1F0C2
PAY-E1E97B77,ORD-218318FB,2024-04-07 15:19:12,debit_card,SUCCESS,12566.39,PayPal,TXN-ED3C58D2F4D521A4
PAY-66E88C49,ORD-1DCCD24B,2022-12-16 14:52:22,debit_card,SUCCESS,14980.32,Braintree,TXN-07E8CAC8F35B5FE4
PAY-F0C1A31A,ORD-BC59081D,2021-01-23 15:52:08,debit_card,SUCCESS,1911.66,Adyen,TXN-F55DFE9A279D4AE3
PAY-646E669B,ORD-DBD8CF6F,2021-09-14 17:24:46,bank_transfer,SUCCESS,12081.14,Adyen,TXN-82BC0D2CA505DD39
PAY-6212EDB4,ORD-8DD43494,2023-07-02 22:43:02,bank_transfer,SUCCESS,3405.65,Adyen,TXN-921C75B7A1E739E0
PAY-E564C9D3,ORD-41CCB52C,2022-07-03 01:09:08,buy_now_pay_later,SUCCESS,3775.67,Braintree,TXN-65EB9300B0AA5027
PAY-098769FD,ORD-98C13434,2022-05-25 17:17:57,google_pay,REFUNDED,9262.25,PayPal,TXN-955A199FF84F004A
PAY-4DB166E8,ORD-8FCC8AC0,2024-10-02 22:24:44,credit_card,SUCCESS,9600.1,PayPal,TXN-75193FF0FBED9036
PAY-B335E864,ORD-9B4804A2,2023-08-17 14:12:01,buy_now_pay_later,SUCCESS,19251.57,Adyen,TXN-61D57424C6810C47
PAY-C19464D6,ORD-6DA63CD4,2022-07-31 05:52:44,bank_transfer,SUCCESS,2260.68,Braintree,TXN-59A62519107D7AA4
PAY-0F2C6A2F,ORD-F8B915A6,2024-06-01 10:03:28,credit_card,SUCCESS,13969.04,Stripe,TXN-1CD63CAB174CBF17
PAY-45B35649,ORD-531D6F74,2023-10-04 14:36:31,google_pay,REFUNDED,13119.33,Stripe,TXN-45E6A8F2D6C51511
PAY-64309432,ORD-57A868CA,2024-02-06 12:25:32,debit_card,REFUNDED,5037.65,Adyen,TXN-E50D23511CEB5512
PAY-8A622459,ORD-2DD8B982,2021-10-01 05:21:58,google_pay,REFUNDED,13616.8,PayPal,TXN-800E7CC71BBB2631
PAY-C3DF602C,ORD-FC543000,2024-06-08 21:00:33,credit_card,SUCCESS,803.6,Square,TXN-E5946D495F49C1CA
PAY-DEAA1ED9,ORD-B0F9F033,2022-06-08 19:17:14,google_pay,SUCCESS,6032.53,Braintree,TXN-3C6EA8922D39B9EC
PAY-C4DC3C88,ORD-D2F57B44,2022-03-17 12:22:21,apple_pay,REFUNDED,14110.91,Braintree,TXN-B3BADCDD1A2D5B04
PAY-2ACBEEE4,ORD-7CBCD8BD,2021-11-11 17:40:50,buy_now_pay_later,SUCCESS,4556.47,Square,TXN-DDBE1E836D5D64FB
PAY-AA13C453,ORD-3A575A3F,2023-01-09 01:14:27,paypal,SUCCESS,14867.03,Stripe,TXN-6562E3C41619B123
PAY-9582D152,ORD-951CF2F6,2021-08-07 21:30:00,debit_card,REFUNDED,8687.19,Stripe,TXN-F1CA903DBB5B4A37
PAY-5A0834BA,ORD-12F1F883,2024-06-07 14:17:02,buy_now_pay_later,SUCCESS,8294.9,Adyen,TXN-053AB4D08428E48F
PAY-3E30D273,ORD-362E425D,2023-03-23 01:48:39,debit_card,SUCCESS,1443.42,PayPal,TXN-25DD9C0DE56C5EC0
PAY-210B4252,ORD-65D1A3C1,2022-03-07 16:46:23,bank_transfer,SUCCESS,8845.87,Adyen,TXN-C2F9DD5CF487C90E
PAY-D6A9B4EF,ORD-11A561A6,2021-05-21 03:45:14,google_pay,SUCCESS,5738.14,Adyen,TXN-6D74E923837D8367
PAY-BFE73134,ORD-6D3F554A,2024-06-10 00:24:00,paypal,SUCCESS,1539.4,Adyen,TXN-918BEC89764AAF32
PAY-DDABDD5C,ORD-E6C1C9DB,2024-05-18 09:27:21,bank_transfer,SUCCESS,9004.47,Braintree,TXN-84A044FF175D9F6C
PAY-15203515,ORD-5A0A9C0D,2021-07-05 17:09:03,debit_card,SUCCESS,7476.08,Square,TXN-512F61F138778B93
PAY-8666D495,ORD-F447E59C,2023-12-06 09:22:58,bank_transfer,SUCCESS,11644.99,Adyen,TXN-578BD445106D5B17
PAY-F6C3A081,ORD-1E2B7882,2022-12-19 13:45:58,google_pay,REFUNDED,3833.55,Stripe,TXN-77504CA3B97CF86D
PAY-7CEF80EA,ORD-4CA666EC,2024-01-13 04:48:40,credit_card,SUCCESS,9987.05,PayPal,TXN-FD85ACD3FD49AAA9
PAY-9CE48FA5,ORD-707607E4,2022-11-03 20:34:14,buy_now_pay_later,SUCCESS,14868.74,Stripe,TXN-00FAB453EAE40C93
PAY-9311C511,ORD-6FF2366E,2022-07-16 04:35:45,google_pay,SUCCESS,3915.52,PayPal,TXN-5C74100358DF94DC
PAY-4C961759,ORD-388461FE,2021-11-21 12:37:42,apple_pay,SUCCESS,808.13,Adyen,TXN-18AD96FB1226EA06
PAY-4CF0EA6B,ORD-206326A8,2022-03-11 03:21:07,paypal,REFUNDED,5813.86,Square,TXN-AF0759054B924F97
PAY-7A90E50D,ORD-4C9AFCE5,2021-08-08 15:11:10,apple_pay,SUCCESS,3079.32,Stripe,TXN-53F40D3EBEA15D56
PAY-76DFC1E9,ORD-D1037036,2022-12-20 00:15:25,debit_card,REFUNDED,10080.94,Braintree,TXN-09304CF1CE310B04
PAY-BC863B06,ORD-1F376F0F,2021-03-09 11:13:04,google_pay,SUCCESS,3550.42,Square,TXN-4AB5023C989978A8
PAY-1C00E02B,ORD-5DB23718,2023-01-21 11:05:34,debit_card,SUCCESS,10095.67,Square,TXN-C242485EB2A8EB52
PAY-7A267672,ORD-714F6203,2021-02-04 11:31:06,bank_transfer,SUCCESS,2329.08,PayPal,TXN-DBD14E620DF0BBB8
PAY-9B029C6F,ORD-9F70410D,2023-03-09 14:40:29,debit_card,REFUNDED,19995.26,Braintree,TXN-56335748971E0E65
PAY-AF2A2F75,ORD-E7ABBF8F,2021-02-25 22:56:31,apple_pay,SUCCESS,2518.42,Square,TXN-00B20D0C4AB3B45B
PAY-3391149B,ORD-5BC728B9,2024-05-29 08:53:28,buy_now_pay_later,SUCCESS,6963.05,Adyen,TXN-6DE970D34BF66CFA
PAY-18CB7129,ORD-3048CF2D,2021-09-11 21:39:31,google_pay,SUCCESS,16001.98,PayPal,TXN-534D5DE709415134
PAY-63D440B5,ORD-DA7F4CD4,2021-08-17 18:33:39,buy_now_pay_later,SUCCESS,15534.55,Stripe,TXN-CF9183130999E5D7
PAY-9F4B97BA,ORD-AC83FAE5,2022-02-25 01:01:16,buy_now_pay_later,SUCCESS,14513.01,Stripe,TXN-E1F93AF8BA0F9074
PAY-D8062779,ORD-905339CB,2021-04-06 05:28:05,debit_card,SUCCESS,13962.49,Square,TXN-5E8FCB28961AA860
PAY-10BDF5D1,ORD-FA6EB333,2022-03-11 10:34:58,google_pay,SUCCESS,5823.55,Stripe,TXN-6FECC363C2F6987D
PAY-864D0DB3,ORD-ADECB215,2023-09-30 16:49:53,paypal,SUCCESS,12024.33,Adyen,TXN-36D4D5FC7BAFF8FD
PAY-6222800E,ORD-6972BE8B,2022-05-19 16:48:04,apple_pay,SUCCESS,15322.66,PayPal,TXN-52495E4E50F6D034
PAY-ADF741A3,ORD-85A98274,2023-02-10 20:55:52,bank_transfer,SUCCESS,8222.89,Stripe,TXN-311CAF57EB74DAEE
PAY-9E32187F,ORD-D832084A,2024-08-01 15:09:33,debit_card,SUCCESS,10257.04,Stripe,TXN-7440EF8021E5E038
PAY-EB584A5F,ORD-6921A4C2,2023-12-03 09:57:19,google_pay,SUCCESS,4809.66,Square,TXN-3FAA72F1D967DC73
PAY-FFD89A4E,ORD-3080031E,2024-09-17 06:29:39,paypal,SUCCESS,2593.99,Square,TXN-9D156311700D6840
PAY-68B02D8F,ORD-25B2851A,2024-10-11 11:26:05,google_pay,SUCCESS,8196.09,Square,TXN-B8757901E3020D4E
PAY-710FAE89,ORD-2E4B6586,2022-05-07 12:53:08,apple_pay,SUCCESS,3555.74,Square,TXN-D4BDE7DACA20CFA2
PAY-74BB937A,ORD-D27E2411,2024-03-30 09:08:50,buy_now_pay_later,SUCCESS,13544.5,Adyen,TXN-9BB20C2B55CB9A2E
PAY-4747AF63,ORD-9A13BFC0,2024-11-23 01:47:35,credit_card,SUCCESS,13004.7,Square,TXN-F0E39E086C25D65C
PAY-ECC6C900,ORD-975F0CB8,2023-10-18 08:57:24,bank_transfer,SUCCESS,2081.95,Adyen,TXN-5064B5CD528788A0
PAY-33D59C25,ORD-BBBFE841,2022-02-27 21:02:58,credit_card,SUCCESS,10327.53,Adyen,TXN-5CA76F545028FB8D
PAY-F6D5A2AC,ORD-38F71363,2022-02-23 15:20:46,google_pay,SUCCESS,7511.22,Adyen,TXN-72F24AEE37BA1DCA
PAY-9EC44A3D,ORD-CE399FF8,2022-12-13 20:53:26,credit_card,REFUNDED,3071.93,Stripe,TXN-D409A8B8BB77C3BF
PAY-093F89F2,ORD-D0D9EEDB,2024-11-16 03:26:13,buy_now_pay_later,SUCCESS,11332.47,PayPal,TXN-6C42B42894004ABE
PAY-2ECF2268,ORD-77CD4C61,2022-05-28 17:52:34,google_pay,SUCCESS,13589.23,Braintree,TXN-870A445866FA89A3
PAY-66E82C47,ORD-2D851056,2024-03-13 02:07:10,buy_now_pay_later,SUCCESS,9684.56,Adyen,TXN-74B609E44F547D7F
PAY-3BFFB36C,ORD-5B16647D,2022-01-25 17:24:43,google_pay,SUCCESS,1393.01,PayPal,TXN-AC48FBCB782FDF26
PAY-61FFFA3D,ORD-60F4F824,2023-03-15 17:20:04,google_pay,SUCCESS,9837.09,Braintree,TXN-359CCF979946EC44
PAY-E52A8791,ORD-447051FD,2023-11-01 15:10:17,credit_card,SUCCESS,780.08,Square,TXN-6745FE3C58107603
PAY-027CE8CF,ORD-CF187A23,2021-07-14 13:40:44,credit_card,REFUNDED,3851.57,Adyen,TXN-5289173DC307D675
PAY-A6EA1664,ORD-A2BDC9CE,2024-06-25 11:36:00,buy_now_pay_later,REFUNDED,9922.59,Adyen,TXN-0AEC685B00212EC8
PAY-C295AE96,ORD-25B5AD82,2023-01-30 01:20:04,bank_transfer,SUCCESS,4307.86,Braintree,TXN-9AAFE19102705BF7
PAY-4BDC1FD5,ORD-38CDE278,2021-05-13 07:47:18,google_pay,SUCCESS,9281.88,Stripe,TXN-4C8FF6C2B3DCB433
PAY-CF17822D,ORD-6CB594D2,2022-06-13 21:19:29,apple_pay,SUCCESS,2603.25,Braintree,TXN-2A477DE48AF684C6
PAY-6EB9CE8C,ORD-882F3370,2023-06-25 12:27:27,paypal,SUCCESS,5405.16,Adyen,TXN-D997DE95A5725CCB
PAY-8DCC4723,ORD-E1EA4660,2023-10-09 15:20:07,apple_pay,SUCCESS,2892.48,Braintree,TXN-B63F3ADAFD6EC458
PAY-CE6D7478,ORD-F6EBE401,2024-06-12 16:41:24,buy_now_pay_later,SUCCESS,4782.56,PayPal,TXN-6F6B75BEFC1455D2
PAY-031BFDBD,ORD-BCAC744A,2021-04-21 21:51:44,buy_now_pay_later,SUCCESS,3475.62,Adyen,TXN-30464DE62BFBCA17
PAY-2CF13608,ORD-2593C045,2023-05-05 01:08:41,buy_now_pay_later,SUCCESS,2730.23,PayPal,TXN-6DAD622ABE70CE00
PAY-29C785AF,ORD-7F1AECA2,2023-02-17 04:00:04,buy_now_pay_later,SUCCESS,8275.0,Square,TXN-155295CB85B25F36
PAY-CAC01EB9,ORD-94D282E3,2021-11-16 18:01:39,paypal,SUCCESS,22562.06,Stripe,TXN-E9FFD6634D87BC6C
PAY-1379627D,ORD-F4FC3E55,2021-10-20 13:34:34,bank_transfer,SUCCESS,5101.91,PayPal,TXN-C151CA29775D320F
PAY-62CE24C0,ORD-E7B3EDF8,2024-01-11 10:32:40,apple_pay,SUCCESS,9305.44,Stripe,TXN-D39F2649B03A0DE1
PAY-915EDDEE,ORD-9DF3C3A8,2023-01-29 08:21:52,bank_transfer,SUCCESS,4480.78,Square,TXN-EE33294B23CB7CAD
PAY-3085C8CE,ORD-FE4B943F,2024-02-05 17:50:18,buy_now_pay_later,SUCCESS,7957.36,Square,TXN-7E698320F1EE0861
PAY-88B66004,ORD-505A51C4,2024-12-22 05:13:42,google_pay,REFUNDED,1157.42,Adyen,TXN-72C1FC86E996AFB9
PAY-1E90F65B,ORD-1AFD291A,2021-05-09 05:29:02,paypal,SUCCESS,4448.87,PayPal,TXN-F7F2DA3D0D2E56CB
PAY-53007D24,ORD-238380D8,2023-03-24 17:15:58,buy_now_pay_later,SUCCESS,7328.99,Braintree,TXN-0E08B9D9EBB9C128
PAY-32240FE6,ORD-B19D5D62,2021-04-12 02:23:13,paypal,SUCCESS,8020.18,Braintree,TXN-635DD5B4523E7BB5
PAY-A7150DE6,ORD-FA333C74,2022-06-01 02:10:24,google_pay,SUCCESS,845.38,Stripe,TXN-148149413E4FC8F1
PAY-F0D3DAA8,ORD-6105A403,2023-08-04 20:08:24,debit_card,SUCCESS,2439.75,Adyen,TXN-8536F72FBB604246
PAY-F3B93D92,ORD-DFD93713,2023-02-12 07:58:19,debit_card,SUCCESS,7669.22,Adyen,TXN-D1F815C18EA1E25C
PAY-F2714724,ORD-F38C0ACA,2021-12-19 19:04:26,apple_pay,REFUNDED,18151.91,Braintree,TXN-03B6F4E748F1C654
PAY-12B3202D,ORD-E67B7871,2023-10-18 08:54:55,google_pay,SUCCESS,7669.78,Square,TXN-07038996702E4275
PAY-078B847D,ORD-B6C671C5,2023-06-11 16:16:43,google_pay,SUCCESS,4902.63,PayPal,TXN-50DC5CDE49D9B988
PAY-85052740,ORD-3C7373C0,2023-09-17 16:17:50,bank_transfer,REFUNDED,10179.36,Braintree,TXN-071498B47825C3FC
PAY-09F808EE,ORD-88C30D0D,2023-08-12 23:35:34,buy_now_pay_later,SUCCESS,7198.1,PayPal,TXN-BA53DA0B2226BCE8
PAY-63CCA4DA,ORD-57C91AB2,2021-04-10 09:55:44,google_pay,SUCCESS,9906.95,Adyen,TXN-696AB396D0AE6BE2
PAY-4AA5AEB5,ORD-EF7E6FF2,2024-10-05 18:43:47,paypal,REFUNDED,5354.8,PayPal,TXN-78BACC1E09B3FF0C
PAY-F234D944,ORD-03A6CC9D,2023-02-09 04:51:23,buy_now_pay_later,SUCCESS,6656.66,Braintree,TXN-03F2CD97C916F9BE
PAY-DFDAE133,ORD-BB5F1CBE,2021-07-16 04:03:50,bank_transfer,SUCCESS,14740.63,Adyen,TXN-45AD90CF759998F5
PAY-230BD0B3,ORD-B9B03B7E,2022-11-19 20:42:08,debit_card,SUCCESS,4821.17,PayPal,TXN-3018F0289FD87AE7
PAY-EB1345B9,ORD-5EB322C4,2023-10-17 02:24:40,debit_card,SUCCESS,6556.27,PayPal,TXN-EDED58ADB0CDBF4E
PAY-F6198E88,ORD-3A824925,2024-04-28 05:25:59,paypal,REFUNDED,804.79,Stripe,TXN-EE89D76980A0610C
PAY-D5542D54,ORD-B0E25A81,2022-05-09 06:31:14,apple_pay,SUCCESS,17901.21,PayPal,TXN-BC21F1B4349563B1
PAY-0E686944,ORD-B57C4A81,2024-08-17 04:16:42,debit_card,SUCCESS,2686.94,Braintree,TXN-1D98E162C0A7DABA
PAY-E386C6F3,ORD-928E07EF,2022-06-03 23:37:39,google_pay,SUCCESS,979.45,Braintree,TXN-00B2B340D0582D8F
PAY-F198B13E,ORD-3B5564B7,2022-04-20 09:48:12,credit_card,SUCCESS,1671.8,Stripe,TXN-B1D86E313B20C5FD
PAY-252E5C11,ORD-756B8C13,2024-09-18 10:45:27,credit_card,SUCCESS,21926.48,Stripe,TXN-AFA37D55798664F7
PAY-1942C6A6,ORD-C5030814,2023-09-17 18:39:37,bank_transfer,SUCCESS,11794.09,Stripe,TXN-FC0D1AF89E1FA265
PAY-ED2AE724,ORD-219F00B0,2022-09-22 08:45:56,debit_card,REFUNDED,5786.8,Adyen,TXN-17DCDB7970EF3B0D
PAY-B2AFBD21,ORD-ECC9FFA4,2024-11-20 15:00:22,debit_card,SUCCESS,10770.2,Square,TXN-065951B57B26E65C
PAY-1183594A,ORD-32D8B638,2023-12-14 19:53:47,google_pay,SUCCESS,9726.54,Adyen,TXN-7C2F6C38B52856A1
PAY-B68C71F4,ORD-B3C0603E,2023-09-29 16:11:46,buy_now_pay_later,SUCCESS,4637.51,Braintree,TXN-FFE13F81B126726E
PAY-6EDFBE8B,ORD-64FAF6B5,2022-02-12 08:40:30,google_pay,SUCCESS,7838.09,Braintree,TXN-D1070F0ADE7F8307
PAY-D0498D6F,ORD-FA582AB2,2021-11-12 06:46:42,buy_now_pay_later,REFUNDED,24984.47,Square,TXN-88B55B7F6B6DF023
PAY-B9AD8AC8,ORD-30F57D4F,2023-07-22 08:43:58,google_pay,SUCCESS,7088.57,Adyen,TXN-36611CA217B44E1F
PAY-57A93B99,ORD-410DE479,2021-06-05 16:49:05,credit_card,REFUNDED,9924.33,Adyen,TXN-2E9B9BFBB5B8AFBB
PAY-54C67FCE,ORD-A7FD85EA,2024-02-08 09:18:19,debit_card,SUCCESS,12963.2,Adyen,TXN-AC60A71DE918D309
PAY-25B2D16F,ORD-3D78BCC9,2024-02-12 09:35:09,credit_card,REFUNDED,6998.34,Adyen,TXN-8BC2C14811E72386
PAY-A45D9E52,ORD-F5F14E30,2024-11-18 12:13:35,google_pay,SUCCESS,1841.59,Stripe,TXN-2AD931CDE3C0E380
PAY-2047F5D6,ORD-F3DE22DC,2024-10-01 08:04:44,bank_transfer,SUCCESS,7832.15,Braintree,TXN-2DF4BD3035126760
PAY-C6920C07,ORD-2693747E,2023-09-16 20:54:03,apple_pay,REFUNDED,11338.75,Square,TXN-071FA2021BE03FA9
PAY-B41EAD39,ORD-B1971C4C,2023-07-04 21:28:44,buy_now_pay_later,SUCCESS,11982.74,Adyen,TXN-97F87A52A686C191
PAY-4B6BB88F,ORD-133DA75E,2021-04-18 22:55:57,google_pay,SUCCESS,831.68,Braintree,TXN-BF04C3201568C3D5
PAY-8D6142CC,ORD-AACD499A,2024-07-29 17:51:34,buy_now_pay_later,SUCCESS,2342.35,Square,TXN-7672E96D85598FA9
PAY-DAE3FDDE,ORD-A0E5D641,2024-09-11 05:14:10,apple_pay,SUCCESS,16300.41,Stripe,TXN-4C6938105DE77F4F
PAY-AB22DDAE,ORD-2193C5DF,2021-10-30 16:28:54,bank_transfer,REFUNDED,2239.93,PayPal,TXN-5E0F0BAF5C6722EB
PAY-8CA43EB4,ORD-485C0526,2021-07-29 13:44:39,bank_transfer,SUCCESS,6761.44,Stripe,TXN-F0554C92EE8BF0EE
PAY-2D9900CA,ORD-8A6B7935,2024-01-07 04:45:23,buy_now_pay_later,REFUNDED,1422.77,Stripe,TXN-5D3CBAF9695E4AE3
PAY-CD1EB822,ORD-AE734158,2021-07-25 00:04:28,credit_card,SUCCESS,4045.68,Square,TXN-AC2D1ADF511018DA
PAY-F2FC65D0,ORD-7300ECB5,2023-01-21 03:16:41,credit_card,SUCCESS,554.57,PayPal,TXN-CBB357956A7008C5
PAY-A7AB09F7,ORD-F629B410,2021-09-22 02:59:08,apple_pay,REFUNDED,12066.98,Braintree,TXN-7D890FD3CC9A5181
PAY-33E4C616,ORD-E39827B5,2022-04-18 18:57:24,buy_now_pay_later,SUCCESS,12030.62,PayPal,TXN-E6B08D938F55B7D9
PAY-D5E07458,ORD-96E2EA8F,2022-05-17 12:46:53,paypal,SUCCESS,11541.24,Stripe,TXN-D0CD7139A8C66E15
PAY-F7A0C72C,ORD-FEA56D7D,2022-09-04 00:36:49,credit_card,SUCCESS,9915.93,PayPal,TXN-8AE676D3C1066AA1
PAY-2380469D,ORD-DAFA5EE6,2023-10-13 20:12:42,buy_now_pay_later,SUCCESS,10063.61,Adyen,TXN-D6FFA200AF2207C0
PAY-AA24533C,ORD-43BFB022,2021-04-20 07:47:31,buy_now_pay_later,SUCCESS,2856.28,PayPal,TXN-B63B1AA428BCB53F
PAY-0D1D65E8,ORD-5AC86854,2021-01-04 19:07:00,bank_transfer,SUCCESS,13216.87,PayPal,TXN-3EB487D3529AE27A
PAY-9E7AAF35,ORD-CE47E8C4,2021-11-28 05:21:30,buy_now_pay_later,SUCCESS,6396.74,Braintree,TXN-35F087B56EC1A14F
PAY-4719BAE7,ORD-5DFAEB83,2024-01-23 23:30:35,credit_card,SUCCESS,9370.71,Adyen,TXN-D67E1AB9EDD257DC
PAY-2779AE91,ORD-D292BE52,2021-09-29 13:38:56,debit_card,REFUNDED,3395.26,Stripe,TXN-A9BA8804DF02490B
PAY-01C17A13,ORD-7EA0C772,2023-10-10 00:31:08,buy_now_pay_later,SUCCESS,10929.03,Stripe,TXN-F8A961850C4C2D7F
PAY-85408228,ORD-E3892C62,2021-03-05 23:48:02,bank_transfer,SUCCESS,15810.5,Square,TXN-F4EF3865B892EDC2
PAY-82CA31F3,ORD-0242B0CE,2021-08-21 11:08:06,bank_transfer,SUCCESS,7941.84,Braintree,TXN-8C23490C9C869032
PAY-22300F02,ORD-7911042C,2023-08-04 03:47:51,debit_card,SUCCESS,10450.4,Adyen,TXN-EBDFDFE39B5CE9B2
PAY-2AB42F36,ORD-242B9C2D,2021-06-13 15:05:12,debit_card,SUCCESS,9728.33,Square,TXN-5D8BDC8506E19E41
PAY-85CBD5A8,ORD-71815AF7,2022-04-09 10:24:42,debit_card,REFUNDED,18485.88,Adyen,TXN-A6314BC1F7E0BED4
PAY-CB46CF23,ORD-00E682C9,2021-04-20 10:18:45,apple_pay,SUCCESS,226.55,PayPal,TXN-6A2E9372C4815137
PAY-518FD7A4,ORD-51CF7A31,2021-07-02 00:10:56,paypal,REFUNDED,9790.16,Adyen,TXN-C5CAB924C31B0EDF
PAY-1FFE6876,ORD-E7B3E7CB,2021-05-28 23:49:39,paypal,SUCCESS,10566.4,Square,TXN-B9B14A419734A81E
PAY-F676AEA9,ORD-F6D5A962,2024-04-28 17:19:44,debit_card,SUCCESS,5891.53,Adyen,TXN-137DDDFF31AB4B33
PAY-CB09A936,ORD-5A46B396,2023-08-28 07:26:56,buy_now_pay_later,REFUNDED,12602.96,Braintree,TXN-C0A2959F5E0F6F49
PAY-0F442218,ORD-1BEFEEC1,2023-12-04 18:02:12,debit_card,SUCCESS,8927.47,Stripe,TXN-FD9BA8567D1EFAA7
PAY-8E693FDE,ORD-35069D22,2022-07-28 22:10:19,buy_now_pay_later,SUCCESS,9565.65,Stripe,TXN-5228B0AD04DC09F7
PAY-53778FCE,ORD-D20ABCA2,2022-05-08 19:43:11,google_pay,SUCCESS,12190.66,Adyen,TXN-68DFCCA0A36E73BF
PAY-FB992E1E,ORD-92535169,2024-11-21 11:29:35,debit_card,REFUNDED,17250.71,PayPal,TXN-E83B36EF7BD113EB
PAY-2E30913A,ORD-A0D57FCA,2023-05-10 14:02:26,google_pay,SUCCESS,5225.64,PayPal,TXN-09CEEA9CD2ACA624
PAY-EDA0E203,ORD-55F55467,2022-06-27 13:41:00,paypal,SUCCESS,5724.08,Square,TXN-2409667F527B7A83
PAY-A1AD7CEE,ORD-B63606B5,2024-07-05 13:53:54,paypal,SUCCESS,8693.63,Stripe,TXN-7428420699D83306
PAY-71C0FA53,ORD-4F2A9261,2024-07-15 19:33:02,buy_now_pay_later,SUCCESS,2617.68,PayPal,TXN-A2944BD0DBC13704
PAY-72E4B950,ORD-4A24F152,2024-02-04 02:44:57,paypal,SUCCESS,12269.99,PayPal,TXN-8D27260B20359ED6
PAY-C5EBE51C,ORD-3D65E081,2023-01-31 04:41:55,apple_pay,SUCCESS,1364.83,Braintree,TXN-4FC57CB2466048E3
PAY-F6C63156,ORD-91F7C567,2022-09-15 08:24:33,google_pay,REFUNDED,2707.95,Braintree,TXN-7269D1C4239C80C8
PAY-EF34A59E,ORD-D381C70F,2024-05-15 00:38:05,bank_transfer,SUCCESS,15816.5,Square,TXN-4F1937780320495C
PAY-41970451,ORD-88FB0D4D,2022-05-11 08:14:24,apple_pay,SUCCESS,10895.89,Stripe,TXN-C9658F127D98E234
PAY-099E6790,ORD-16D44B39,2024-08-09 13:56:37,google_pay,SUCCESS,12832.37,Adyen,TXN-88DA56C30C4CFC3A
PAY-E15D99F5,ORD-3C0A153F,2021-08-15 23:48:59,paypal,SUCCESS,13289.52,Adyen,TXN-5B13ADAE88595A0D
PAY-8C66376A,ORD-E89A248D,2024-09-08 06:04:44,google_pay,SUCCESS,7499.7,PayPal,TXN-11A82E233AB2AAB6
PAY-27B317CF,ORD-8AC08BD7,2023-12-05 13:42:59,google_pay,SUCCESS,2893.01,PayPal,TXN-2F180D5FAAFF9027
PAY-0D63A4EE,ORD-6AFF0C7D,2022-09-30 21:51:04,bank_transfer,SUCCESS,9328.06,Braintree,TXN-B9C0C8EB55F3122E
PAY-4ADB8FA1,ORD-005DED63,2024-11-13 05:00:23,bank_transfer,SUCCESS,11050.03,Braintree,TXN-5F74F0C57DFBEAF5
PAY-E4DB1F94,ORD-AE50DDD3,2022-07-05 01:09:51,debit_card,REFUNDED,6788.29,PayPal,TXN-C900FB07C0910165
PAY-7C19A581,ORD-624BBF6B,2024-07-03 07:54:25,apple_pay,SUCCESS,3349.93,Square,TXN-0E39B153A2A18E01
PAY-86B48D30,ORD-0C2E821C,2022-03-14 22:40:24,apple_pay,REFUNDED,7130.22,Stripe,TXN-FB5458D45A6DD5EB
PAY-D965E993,ORD-4B08E52C,2023-01-03 23:59:10,credit_card,SUCCESS,12659.32,PayPal,TXN-793C621AE434D809
PAY-2241B19C,ORD-9B0C0EC6,2022-07-17 09:03:19,debit_card,SUCCESS,457.73,Stripe,TXN-94BD92934A6DF0F3
PAY-19D8787E,ORD-DB79AF37,2021-09-11 20:31:29,buy_now_pay_later,SUCCESS,11145.6,Adyen,TXN-0CA0C506C18B5809
PAY-48953282,ORD-3A9B44CA,2021-02-20 22:10:25,bank_transfer,SUCCESS,12970.96,Stripe,TXN-87BC601B18723AA5
PAY-B57F4F14,ORD-CD8C3234,2021-05-19 01:34:10,credit_card,SUCCESS,19964.34,PayPal,TXN-F98B0EB925D5B2AF
PAY-44D52620,ORD-102055A4,2023-12-07 15:41:35,buy_now_pay_later,SUCCESS,265.26,Adyen,TXN-574E4890B4391A68
PAY-1BAA45E6,ORD-960C31E4,2022-10-26 20:17:16,paypal,SUCCESS,13899.76,Square,TXN-9274C5C231D04AE6
PAY-D3376C7A,ORD-0BFA1EA7,2023-04-12 08:56:24,buy_now_pay_later,REFUNDED,17690.18,Braintree,TXN-B7D51BFDBF64266C
PAY-C228B90D,ORD-8379BDFB,2024-12-09 14:32:57,debit_card,SUCCESS,3623.57,Adyen,TXN-6D52F8D1FC0AEE8B
