review_id,product_id,customer_id,rating,review_title,review_body,review_date,helpful_votes,verified_purchase,sentiment_score
REV-27E31990,PROD-0C568A93,CUST-65BEDFE3,5,Not as expected,Rating 5/5 - Excellent experience.,2023-01-02,102,False,1.0
REV-7D3B258B,PROD-8FBFA17B,CUST-6E3C2516,4,Decent,Rating 4/5 - Excellent experience.,2024-11-01,67,False,0.5
REV-DCAA71B0,PROD-723AAB36,CUST-DF5CDF2D,5,Highly recommend,Rating 5/5 - Excellent experience.,2023-08-07,150,True,1.0
REV-24B05418,PROD-23A40B66,CUST-E50A7412,5,Amazing!,Rating 5/5 - Excellent experience.,2021-11-22,87,True,1.0
REV-E5D216CF,PROD-EB481065,CUST-6EA8F638,5,Amazing!,Rating 5/5 - Excellent experience.,2024-09-28,130,True,1.0
REV-E04B4F76,PROD-48DBF318,CUST-73146208,5,Could be better,Rating 5/5 - Excellent experience.,2022-06-09,71,True,1.0
REV-35DCFC8F,PROD-5DCE2E3F,CUST-B4E90075,4,Not as expected,Rating 4/5 - Excellent experience.,2021-12-26,48,True,0.5
REV-A8D044CD,PROD-954FC23A,CUST-75D2DFA9,5,Could be better,Rating 5/5 - Excellent experience.,2023-09-24,46,False,1.0
REV-CD9E9E8C,PROD-6A196176,CUST-D98688A8,5,Could be better,Rating 5/5 - Excellent experience.,2021-10-04,1,False,1.0
REV-DF905B13,PROD-7DEBE1AF,CUST-F3CD1DCA,3,Good value,Rating 3/5 - Average experience.,2023-04-28,35,True,0.0
REV-057A1508,PROD-D24F142D,CUST-6DAA634F,5,Highly recommend,Rating 5/5 - Excellent experience.,2022-01-12,12,True,1.0
REV-8DFFAAF8,PROD-8D26D1A2,CUST-3833A2BB,5,Not as expected,Rating 5/5 - Excellent experience.,2021-03-10,51,True,1.0
REV-523F76CE,PROD-FD80227C,CUST-FEE79D7F,4,Good value,Rating 4/5 - Excellent experience.,2021-11-27,6,True,0.5
REV-1DBA64FD,PROD-013F85A6,CUST-26E1F941,3,Highly recommend,Rating 3/5 - Average experience.,2024-03-29,113,True,0.0
REV-316D5AC5,PROD-B5B1FC45,CUST-D5E4D5EF,4,Highly recommend,Rating 4/5 - Excellent experience.,2022-05-14,89,True,0.5
REV-33EBE861,PROD-8540C9A6,CUST-FA726FEB,4,Excellent quality,Rating 4/5 - Excellent experience.,2022-07-28,95,True,0.5
REV-C660D760,PROD-92DE086C,CUST-6FBEF64D,3,Excellent quality,Rating 3/5 - Average experience.,2022-09-14,85,True,0.0
REV-5DD9048B,PROD-CD6710E8,CUST-F2B9D717,5,Could be better,Rating 5/5 - Excellent experience.,2023-05-22,95,True,1.0
REV-6FA2781E,PROD-5A63DBC7,CUST-A0E3BE03,5,Perfect,Rating 5/5 - Excellent experience.,2023-09-05,21,False,1.0
REV-A47CC769,PROD-5C520AD4,CUST-E8AD8BEB,3,Decent,Rating 3/5 - Average experience.,2022-11-24,132,True,0.0
REV-B0878C4E,PROD-92DE086C,CUST-C2EB5316,4,Decent,Rating 4/5 - Excellent experience.,2021-12-05,51,False,0.5
REV-FEE10ED4,PROD-8D1DF671,CUST-B3267754,5,Highly recommend,Rating 5/5 - Excellent experience.,2023-06-04,93,True,1.0
REV-182A2F7E,PROD-D00D12ED,CUST-92784FD3,4,Love it,Rating 4/5 - Excellent experience.,2024-04-18,48,False,0.5
REV-8AA808E4,PROD-FB1C50E2,CUST-6B6C662A,4,Highly recommend,Rating 4/5 - Excellent experience.,2023-08-03,71,True,0.5
REV-CCD476E5,PROD-DB2D1A8F,CUST-91A03806,5,Could be better,Rating 5/5 - Excellent experience.,2023-12-11,118,True,1.0
REV-5A6F1B1C,PROD-77859119,CUST-0F477AB8,4,Good value,Rating 4/5 - Excellent experience.,2023-01-21,88,True,0.5
REV-2A51953C,PROD-B6E22D0B,CUST-BFC4A84B,4,Excellent quality,Rating 4/5 - Excellent experience.,2024-03-20,34,False,0.5
REV-75E86608,PROD-38B497C9,CUST-67819E8B,5,Perfect,Rating 5/5 - Excellent experience.,2024-01-03,100,True,1.0
REV-EDFC574D,PROD-D2278948,CUST-1534AAD9,2,Love it,Rating 2/5 - Disappointing.,2021-03-10,2,False,-0.5
REV-4F8CE0E6,PROD-723AAB36,CUST-3BCFA9B7,4,Good value,Rating 4/5 - Excellent experience.,2024-07-06,28,False,0.5
REV-150FFA66,PROD-BBEC037D,CUST-BC1ED6B1,2,Highly recommend,Rating 2/5 - Disappointing.,2023-07-01,88,True,-0.5
REV-286B9BE3,PROD-6EF77DCB,CUST-8B4A4E22,5,Not as expected,Rating 5/5 - Excellent experience.,2021-06-17,116,False,1.0
REV-F1630762,PROD-E480A9A6,CUST-2A2133BE,4,Excellent quality,Rating 4/5 - Excellent experience.,2022-01-26,126,True,0.5
REV-3EAB114D,PROD-E2F64F92,CUST-F56577DE,4,Amazing!,Rating 4/5 - Excellent experience.,2022-11-14,124,True,0.5
REV-344B09AC,PROD-3B364654,CUST-947CC88C,5,Love it,Rating 5/5 - Excellent experience.,2021-09-01,58,True,1.0
REV-3CB57166,PROD-CF98F1CA,CUST-1A09BFAC,4,Decent,Rating 4/5 - Excellent experience.,2021-12-17,75,False,0.5
REV-54547F3A,PROD-9097A692,CUST-64DD53B0,5,Excellent quality,Rating 5/5 - Excellent experience.,2023-06-11,141,False,1.0
REV-B59C1DDE,PROD-0833D3B6,CUST-44AC07D3,5,Good value,Rating 5/5 - Excellent experience.,2023-12-01,121,True,1.0
REV-FC6E55D0,PROD-3B364654,CUST-FF27D95C,3,Love it,Rating 3/5 - Average experience.,2024-10-24,129,True,0.0
REV-61C5D774,PROD-78EE156B,CUST-183F2DD2,5,Great product!,Rating 5/5 - Excellent experience.,2022-02-12,27,True,1.0
REV-3FA49CA1,PROD-249EB7BB,CUST-B818EA89,4,Perfect,Rating 4/5 - Excellent experience.,2023-01-01,28,True,0.5
REV-A5650991,PROD-699D3C65,CUST-2ECCE2E3,5,Amazing!,Rating 5/5 - Excellent experience.,2022-11-09,11,False,1.0
REV-E5200E5B,PROD-C594110D,CUST-E4550148,2,Could be better,Rating 2/5 - Disappointing.,2024-01-31,40,True,-0.5
REV-7C6CD7F9,PROD-2587DAEA,CUST-A8F3A198,3,Could be better,Rating 3/5 - Average experience.,2021-10-23,30,False,0.0
REV-898C3E58,PROD-786318A1,CUST-D5E4D5EF,3,Excellent quality,Rating 3/5 - Average experience.,2021-07-25,35,False,0.0
REV-9C7ACA1D,PROD-B73FD82D,CUST-97B20E35,4,Excellent quality,Rating 4/5 - Excellent experience.,2024-02-15,14,True,0.5
REV-8EC22CE4,PROD-6BB61EBF,CUST-18CBF8F0,4,Good value,Rating 4/5 - Excellent experience.,2022-05-05,13,False,0.5
REV-2D492066,PROD-ED23085A,CUST-FA6CF604,5,Great product!,Rating 5/5 - Excellent experience.,2024-06-22,14,True,1.0
REV-5A437CD0,PROD-EFEB946B,CUST-4387307A,5,Good value,Rating 5/5 - Excellent experience.,2021-01-09,148,False,1.0
REV-DFF72C32,PROD-ED65B026,CUST-6F351084,5,Excellent quality,Rating 5/5 - Excellent experience.,2024-12-01,50,True,1.0
REV-0DB4135B,PROD-7A866F74,CUST-5BDB7A48,4,Love it,Rating 4/5 - Excellent experience.,2022-03-05,133,True,0.5
REV-6D24EA4A,PROD-88E77228,CUST-C973EA3A,4,Not as expected,Rating 4/5 - Excellent experience.,2024-01-17,118,True,0.5
REV-CF9A03BE,PROD-683DCBFD,CUST-2300AA75,5,Love it,Rating 5/5 - Excellent experience.,2023-06-05,18,True,1.0
REV-9BED261D,PROD-AD7D05F0,CUST-B08AAB2F,2,Amazing!,Rating 2/5 - Disappointing.,2022-03-24,73,True,-0.5
REV-BE57C3E4,PROD-ED23085A,CUST-7D36939C,5,Love it,Rating 5/5 - Excellent experience.,2023-01-25,128,True,1.0
REV-D72B92D7,PROD-D4EF4EF8,CUST-D2432A44,5,Amazing!,Rating 5/5 - Excellent experience.,2024-05-29,36,True,1.0
REV-A71FA563,PROD-889E98A7,CUST-1454DDC7,5,Good value,Rating 5/5 - Excellent experience.,2021-04-22,111,True,1.0
REV-3756F861,PROD-FD084764,CUST-84D3C2AB,5,Not as expected,Rating 5/5 - Excellent experience.,2023-07-26,107,False,1.0
REV-198F78C2,PROD-A0CFD68A,CUST-B1F53B57,5,Excellent quality,Rating 5/5 - Excellent experience.,2021-12-29,32,True,1.0
REV-012FDB30,PROD-31423B5C,CUST-A8403EFE,3,Amazing!,Rating 3/5 - Average experience.,2023-02-21,97,False,0.0
REV-4B0C006D,PROD-1951C690,CUST-B7FF0691,5,Excellent quality,Rating 5/5 - Excellent experience.,2022-11-25,149,False,1.0
REV-5333615D,PROD-02B2C840,CUST-A2B9CCBC,2,Great product!,Rating 2/5 - Disappointing.,2022-05-13,43,True,-0.5
REV-2FC84097,PROD-900DF25C,CUST-6987855D,3,Decent,Rating 3/5 - Average experience.,2023-07-25,146,True,0.0
REV-9EF8079E,PROD-6C304D52,CUST-1B5AFB2F,5,Amazing!,Rating 5/5 - Excellent experience.,2022-02-06,18,True,1.0
REV-0D6F9FB1,PROD-182A8FB2,CUST-9EB8C86B,4,Good value,Rating 4/5 - Excellent experience.,2022-07-20,101,True,0.5
REV-B028BB55,PROD-D10F64A1,CUST-54D02BEE,5,Amazing!,Rating 5/5 - Excellent experience.,2023-05-07,25,True,1.0
REV-B1361C27,PROD-EF4881F9,CUST-B0B44AD5,5,Good value,Rating 5/5 - Excellent experience.,2023-09-04,73,False,1.0
REV-1A6FFD7D,PROD-6A8DB644,CUST-992244E6,5,Decent,Rating 5/5 - Excellent experience.,2022-04-21,90,True,1.0
REV-3566E53A,PROD-92DE086C,CUST-A5E0B565,5,Amazing!,Rating 5/5 - Excellent experience.,2021-03-10,143,True,1.0
REV-1C5C7D16,PROD-6EDDA20E,CUST-4CDCFDE0,4,Not as expected,Rating 4/5 - Excellent experience.,2021-04-12,52,True,0.5
REV-D3F47550,PROD-5A1C771F,CUST-A4769070,5,Could be better,Rating 5/5 - Excellent experience.,2022-06-26,142,False,1.0
REV-A79BCA37,PROD-1951C690,CUST-215F39AB,1,Amazing!,Rating 1/5 - Disappointing.,2021-01-24,111,True,-1.0
REV-E2F82428,PROD-D525FACF,CUST-03C9AF96,5,Could be better,Rating 5/5 - Excellent experience.,2023-09-14,101,True,1.0
REV-A8A56C9C,PROD-EBAC9754,CUST-321E3AE4,3,Amazing!,Rating 3/5 - Average experience.,2024-04-06,114,True,0.0
REV-C1FFD8CE,PROD-68BEF712,CUST-C501B880,5,Amazing!,Rating 5/5 - Excellent experience.,2021-06-03,33,False,1.0
REV-BA78BB75,PROD-8EB5B176,CUST-D8F50CBC,3,Excellent quality,Rating 3/5 - Average experience.,2022-01-29,19,True,0.0
REV-FB8819E9,PROD-E8DF0AF9,CUST-C87D0E81,5,Amazing!,Rating 5/5 - Excellent experience.,2024-07-13,51,False,1.0
REV-081600C0,PROD-34A584B7,CUST-6950DD3F,4,Highly recommend,Rating 4/5 - Excellent experience.,2024-11-24,36,False,0.5
REV-31A6BEB7,PROD-23A40B66,CUST-1BAB5799,4,Perfect,Rating 4/5 - Excellent experience.,2023-12-17,94,True,0.5
REV-C6EF75A2,PROD-5DCE2E3F,CUST-B32D4C74,5,Great product!,Rating 5/5 - Excellent experience.,2022-03-17,42,True,1.0
REV-F0D84035,PROD-58B0BDF1,CUST-BBB465CB,1,Highly recommend,Rating 1/5 - Disappointing.,2023-11-10,101,True,-1.0
REV-1A04121D,PROD-06B360E0,CUST-07E808D1,2,Could be better,Rating 2/5 - Disappointing.,2024-11-23,1,True,-0.5
REV-8D8B3704,PROD-F34FDC28,CUST-906259C6,5,Excellent quality,Rating 5/5 - Excellent experience.,2022-05-13,138,True,1.0
REV-9F2FD4E9,PROD-B78E8145,CUST-EC4EC26B,4,Perfect,Rating 4/5 - Excellent experience.,2024-06-10,52,True,0.5
REV-A9DD90AA,PROD-DFECEA9E,CUST-45D71985,3,Good value,Rating 3/5 - Average experience.,2021-07-27,116,False,0.0
REV-7701A2DB,PROD-D00D12ED,CUST-E1AAEB30,4,Could be better,Rating 4/5 - Excellent experience.,2023-03-10,109,False,0.5
REV-03565A1F,PROD-0C568A93,CUST-22860447,5,Perfect,Rating 5/5 - Excellent experience.,2021-09-11,21,True,1.0
REV-01E6F33B,PROD-5681B6B0,CUST-F9DDAB67,5,Highly recommend,Rating 5/5 - Excellent experience.,2021-10-02,46,False,1.0
REV-C3A51FBF,PROD-BA6C92B4,CUST-5BD4D32F,4,Love it,Rating 4/5 - Excellent experience.,2023-07-07,69,False,0.5
REV-E8E94D1D,PROD-F34FDC28,CUST-ABA03968,5,Amazing!,Rating 5/5 - Excellent experience.,2021-08-02,104,False,1.0
REV-EF20F8C2,PROD-46C40F88,CUST-C0BB1E7D,4,Perfect,Rating 4/5 - Excellent experience.,2021-04-03,88,False,0.5
REV-C9978735,PROD-72F4CD1A,CUST-F30FD89D,5,Great product!,Rating 5/5 - Excellent experience.,2024-12-22,148,False,1.0
REV-E992E903,PROD-3D5059FB,CUST-0E3F3FCC,5,Good value,Rating 5/5 - Excellent experience.,2022-04-11,30,False,1.0
REV-7960BB33,PROD-D42E8472,CUST-70479FA6,5,Love it,Rating 5/5 - Excellent experience.,2023-12-15,148,False,1.0
REV-8C536CAE,PROD-D975CBF7,CUST-5D0B63A1,1,Not as expected,Rating 1/5 - Disappointing.,2021-09-02,76,True,-1.0
REV-F79B1DF3,PROD-BD3F5057,CUST-93A5A3C0,3,Could be better,Rating 3/5 - Average experience.,2021-06-28,1,True,0.0
REV-F48DE2B7,PROD-889E98A7,CUST-55D907A6,4,Amazing!,Rating 4/5 - Excellent experience.,2022-07-09,57,False,0.5
REV-BA32C0C5,PROD-DA6770E4,CUST-933A5B78,5,Perfect,Rating 5/5 - Excellent experience.,2022-07-16,97,True,1.0
REV-AD06F911,PROD-EAA34C52,CUST-D56BD26E,5,Excellent quality,Rating 5/5 - Excellent experience.,2023-12-24,95,True,1.0
REV-B9EC18DB,PROD-DD5F8062,CUST-12FE352E,5,Excellent quality,Rating 5/5 - Excellent experience.,2024-05-06,57,True,1.0
REV-0EEFFC89,PROD-5F0FBDD9,CUST-D9A372D7,4,Decent,Rating 4/5 - Excellent experience.,2024-05-01,89,True,0.5
REV-18DA2460,PROD-BAD9617B,CUST-1C97FA86,2,Excellent quality,Rating 2/5 - Disappointing.,2024-05-24,33,True,-0.5
REV-7449916A,PROD-2587DAEA,CUST-87DF68B7,5,Could be better,Rating 5/5 - Excellent experience.,2024-09-20,115,True,1.0
REV-5A369017,PROD-650F4B0B,CUST-D25ABA1A,4,Perfect,Rating 4/5 - Excellent experience.,2024-05-01,0,True,0.5
REV-259E78BD,PROD-2039BFEC,CUST-210E7B05,5,Highly recommend,Rating 5/5 - Excellent experience.,2024-03-31,140,True,1.0
REV-AA84964D,PROD-19157239,CUST-C2E33A26,4,Perfect,Rating 4/5 - Excellent experience.,2022-03-29,101,False,0.5
REV-93EACC14,PROD-916ED3E1,CUST-3629C982,5,Highly recommend,Rating 5/5 - Excellent experience.,2023-09-21,104,True,1.0
REV-F0DD296E,PROD-889E98A7,CUST-A3BF3B07,5,Love it,Rating 5/5 - Excellent experience.,2024-07-09,135,False,1.0
REV-EAB0827C,PROD-12B5E00D,CUST-110DE626,3,Amazing!,Rating 3/5 - Average experience.,2021-01-04,62,False,0.0
REV-73E9EFE8,PROD-D00D12ED,CUST-2D4B8CBC,5,Not as expected,Rating 5/5 - Excellent experience.,2023-08-06,123,True,1.0
REV-5F5216BB,PROD-9597A4AF,CUST-C71A96AC,5,Excellent quality,Rating 5/5 - Excellent experience.,2023-03-29,77,True,1.0
REV-76951D71,PROD-D81C3728,CUST-EF5B4CAD,5,Could be better,Rating 5/5 - Excellent experience.,2022-01-02,136,False,1.0
REV-58AA22F6,PROD-A92A6652,CUST-2B186876,5,Great product!,Rating 5/5 - Excellent experience.,2022-08-31,4,False,1.0
REV-600474E3,PROD-BD3F5057,CUST-4B7C230F,4,Excellent quality,Rating 4/5 - Excellent experience.,2022-01-02,129,True,0.5
REV-2B73D87A,PROD-8C5DA4F9,CUST-92DE00A9,4,Good value,Rating 4/5 - Excellent experience.,2024-06-26,92,True,0.5
REV-EA5CCE5C,PROD-2B3FA0E2,CUST-BDDE1E5A,3,Excellent quality,Rating 3/5 - Average experience.,2023-05-21,16,False,0.0
REV-27E43B0A,PROD-79148E04,CUST-DE453C4C,5,Amazing!,Rating 5/5 - Excellent experience.,2024-09-22,127,True,1.0
REV-ED1265D5,PROD-79148E04,CUST-24ECFF72,5,Love it,Rating 5/5 - Excellent experience.,2024-11-25,145,False,1.0
REV-61908619,PROD-77F2AD22,CUST-4E63B502,5,Amazing!,Rating 5/5 - Excellent experience.,2022-10-24,80,True,1.0
REV-F2CB66D9,PROD-40FCA50A,CUST-4BD2D247,5,Perfect,Rating 5/5 - Excellent experience.,2023-04-11,0,True,1.0
REV-7F47C3D0,PROD-0833D3B6,CUST-39DA1640,5,Could be better,Rating 5/5 - Excellent experience.,2022-01-29,48,True,1.0
REV-D1C394A1,PROD-B955A957,CUST-7E703A9D,5,Perfect,Rating 5/5 - Excellent experience.,2023-07-15,112,False,1.0
REV-CED28537,PROD-4D812C50,CUST-9877A1A1,5,Not as expected,Rating 5/5 - Excellent experience.,2022-05-09,35,True,1.0
REV-1B7DE914,PROD-67071DCC,CUST-7527835F,4,Excellent quality,Rating 4/5 - Excellent experience.,2023-02-21,51,False,0.5
REV-F48C4D4D,PROD-24BC26A6,CUST-D24575E4,4,Love it,Rating 4/5 - Excellent experience.,2021-09-15,53,True,0.5
REV-637ADFBC,PROD-BD03C19E,CUST-508D9CD0,5,Not as expected,Rating 5/5 - Excellent experience.,2022-11-11,57,True,1.0
REV-7D9CEC71,PROD-A815F12D,CUST-F8BDF8D5,4,Perfect,Rating 4/5 - Excellent experience.,2022-03-02,29,False,0.5
REV-C9D60DD4,PROD-BFBE6188,CUST-F6E9ACC8,4,Could be better,Rating 4/5 - Excellent experience.,2022-10-10,85,True,0.5
REV-311110EB,PROD-1E3BB84E,CUST-D16F25EE,3,Could be better,Rating 3/5 - Average experience.,2022-02-25,54,False,0.0
REV-5BF4C393,PROD-6BB61EBF,CUST-8338F135,5,Love it,Rating 5/5 - Excellent experience.,2023-07-26,82,True,1.0
REV-8FBD8231,PROD-06B360E0,CUST-45D71985,4,Excellent quality,Rating 4/5 - Excellent experience.,2022-04-09,84,True,0.5
REV-08186F56,PROD-7050FCA3,CUST-1A8CEA79,4,Perfect,Rating 4/5 - Excellent experience.,2021-12-17,93,True,0.5
REV-B77FFC14,PROD-224FA142,CUST-4F54501D,5,Could be better,Rating 5/5 - Excellent experience.,2022-03-05,119,True,1.0
REV-D57FD8A2,PROD-183C791B,CUST-033654EA,5,Amazing!,Rating 5/5 - Excellent experience.,2023-02-19,33,True,1.0
REV-84358F4C,PROD-462CD125,CUST-2FF6E5E5,4,Good value,Rating 4/5 - Excellent experience.,2021-05-25,48,True,0.5
REV-7D24AA18,PROD-F746A4BF,CUST-947CC88C,4,Great product!,Rating 4/5 - Excellent experience.,2022-06-11,133,True,0.5
REV-80E9342F,PROD-F13ECB84,CUST-E07D7B02,5,Not as expected,Rating 5/5 - Excellent experience.,2024-02-29,26,False,1.0
REV-FCC4EC5E,PROD-1951C690,CUST-760DA97E,3,Love it,Rating 3/5 - Average experience.,2021-05-17,135,True,0.0
REV-52E13EB7,PROD-DD5F8062,CUST-402BCA58,4,Decent,Rating 4/5 - Excellent experience.,2022-01-06,103,False,0.5
REV-0DF9AD20,PROD-B78E9D28,CUST-32B7D2E3,4,Decent,Rating 4/5 - Excellent experience.,2024-12-30,6,True,0.5
REV-F017BC1C,PROD-9597A4AF,CUST-DE649B9E,4,Love it,Rating 4/5 - Excellent experience.,2021-06-11,24,False,0.5
REV-3F670EBB,PROD-67071DCC,CUST-9053B9BF,3,Could be better,Rating 3/5 - Average experience.,2021-08-02,149,True,0.0
REV-BA3EFBC6,PROD-B86EDD66,CUST-9B9D6DA5,3,Decent,Rating 3/5 - Average experience.,2023-12-12,132,True,0.0
REV-D2E3C759,PROD-FD80227C,CUST-7F1A1480,3,Not as expected,Rating 3/5 - Average experience.,2022-01-27,94,False,0.0
REV-359AF543,PROD-DA9196FB,CUST-B103FD9D,5,Excellent quality,Rating 5/5 - Excellent experience.,2023-11-11,99,True,1.0
REV-1902F60E,PROD-2A944186,CUST-5A7496B8,4,Great product!,Rating 4/5 - Excellent experience.,2024-05-22,139,False,0.5
REV-6F1E0E2E,PROD-45BBEB5E,CUST-D4BBF1A1,5,Love it,Rating 5/5 - Excellent experience.,2021-08-24,6,True,1.0
REV-28F5055A,PROD-6966CD67,CUST-8DE26074,5,Good value,Rating 5/5 - Excellent experience.,2024-06-15,43,True,1.0
REV-6083DC0D,PROD-660937F0,CUST-21314A19,3,Amazing!,Rating 3/5 - Average experience.,2022-05-09,34,True,0.0
REV-29FF2E3F,PROD-38FBB31B,CUST-CCF49DFE,4,Excellent quality,Rating 4/5 - Excellent experience.,2022-01-09,28,False,0.5
REV-F62ED576,PROD-166851AC,CUST-A0E0A981,5,Excellent quality,Rating 5/5 - Excellent experience.,2023-04-28,45,True,1.0
REV-F3225C11,PROD-57AAFE6B,CUST-7D49BB2C,3,Highly recommend,Rating 3/5 - Average experience.,2022-06-28,23,True,0.0
REV-E18AE96C,PROD-0AD471E3,CUST-A8F3A198,3,Excellent quality,Rating 3/5 - Average experience.,2024-02-16,113,True,0.0
REV-753B4194,PROD-B5B1FC45,CUST-DC63C44B,5,Perfect,Rating 5/5 - Excellent experience.,2023-08-22,47,True,1.0
REV-5E585FEB,PROD-BA601556,CUST-2B186876,4,Great product!,Rating 4/5 - Excellent experience.,2024-09-06,46,True,0.5
REV-E33952E0,PROD-C3195557,CUST-11E2A567,4,Could be better,Rating 4/5 - Excellent experience.,2023-11-04,139,True,0.5
REV-596CFBB5,PROD-29F69509,CUST-EE41C076,2,Love it,Rating 2/5 - Disappointing.,2021-04-25,106,True,-0.5
REV-6F672801,PROD-ED65B026,CUST-868822F1,5,Not as expected,Rating 5/5 - Excellent experience.,2021-07-13,132,False,1.0
REV-8402F3C4,PROD-880C5A3B,CUST-C7E91D9A,3,Perfect,Rating 3/5 - Average experience.,2022-01-09,85,False,0.0
REV-5A21CDCF,PROD-2B3FA0E2,CUST-ED8D6F06,3,Perfect,Rating 3/5 - Average experience.,2021-04-10,147,True,0.0
REV-0EA78656,PROD-D63EAE68,CUST-1FE12697,3,Decent,Rating 3/5 - Average experience.,2021-01-13,6,False,0.0
REV-EAC93BCB,PROD-605675A7,CUST-1E2704A1,5,Great product!,Rating 5/5 - Excellent experience.,2022-11-29,141,True,1.0
REV-7A2FFF96,PROD-E0092F88,CUST-E069CBDE,4,Perfect,Rating 4/5 - Excellent experience.,2024-01-21,22,False,0.5
REV-30AE4D1D,PROD-6665ED67,CUST-BC0444DD,2,Good value,Rating 2/5 - Disappointing.,2024-04-29,45,True,-0.5
REV-A2F29C2B,PROD-45BBEB5E,CUST-4E1069A7,5,Perfect,Rating 5/5 - Excellent experience.,2021-10-27,26,True,1.0
REV-C87EDA3F,PROD-5139BAC5,CUST-0B01241D,5,Perfect,Rating 5/5 - Excellent experience.,2023-11-12,6,True,1.0
REV-1675299D,PROD-CDADFA53,CUST-B510818A,1,Great product!,Rating 1/5 - Disappointing.,2022-01-28,130,True,-1.0
REV-FB7840B3,PROD-0F3643CF,CUST-DE72029F,5,Could be better,Rating 5/5 - Excellent experience.,2024-06-27,75,False,1.0
REV-67792360,PROD-1389FFBC,CUST-C53A3F2E,4,Good value,Rating 4/5 - Excellent experience.,2023-09-29,131,False,0.5
REV-3644DFB5,PROD-5953721D,CUST-BA2F19FC,3,Love it,Rating 3/5 - Average experience.,2024-04-17,149,True,0.0
REV-EE47A70E,PROD-323C941A,CUST-F1EE26B8,5,Decent,Rating 5/5 - Excellent experience.,2024-12-26,147,True,1.0
REV-ABB82C8B,PROD-1314410E,CUST-1F066874,5,Good value,Rating 5/5 - Excellent experience.,2021-10-07,24,True,1.0
REV-C63E1CF4,PROD-6BB61EBF,CUST-16DBC40B,2,Love it,Rating 2/5 - Disappointing.,2024-07-01,138,True,-0.5
REV-AA08C8B7,PROD-12B5E00D,CUST-189E0CD3,4,Love it,Rating 4/5 - Excellent experience.,2024-06-08,123,False,0.5
REV-987BCAA9,PROD-5139BAC5,CUST-8ECB4EDA,5,Excellent quality,Rating 5/5 - Excellent experience.,2024-07-10,106,True,1.0
REV-5A9C4C7F,PROD-2AD96D15,CUST-CD0BB22E,3,Good value,Rating 3/5 - Average experience.,2023-09-03,22,True,0.0
REV-670CDF0B,PROD-8E582066,CUST-A6E6EAD5,2,Love it,Rating 2/5 - Disappointing.,2023-08-14,98,False,-0.5
REV-9835A893,PROD-6EE19BEA,CUST-55CD0889,5,Could be better,Rating 5/5 - Excellent experience.,2024-10-17,77,True,1.0
REV-1223E04C,PROD-38C0AEEE,CUST-BBF41D54,3,Good value,Rating 3/5 - Average experience.,2022-12-14,119,True,0.0
REV-C013E22D,PROD-AFE7EC30,CUST-39DA1640,5,Perfect,Rating 5/5 - Excellent experience.,2024-11-30,127,True,1.0
REV-D4EE3A59,PROD-09500315,CUST-502589B0,5,Decent,Rating 5/5 - Excellent experience.,2022-03-05,6,True,1.0
REV-E722FDD5,PROD-A0487D5A,CUST-ED4D79E0,5,Love it,Rating 5/5 - Excellent experience.,2023-07-21,90,True,1.0
REV-31C51513,PROD-84845B89,CUST-8E4C069F,2,Highly recommend,Rating 2/5 - Disappointing.,2021-09-18,20,False,-0.5
REV-7D9FEA58,PROD-2003C0BF,CUST-7820CC65,5,Could be better,Rating 5/5 - Excellent experience.,2023-07-26,102,False,1.0
REV-7FDC84FB,PROD-A7EDC3A6,CUST-EC44A21D,5,Could be better,Rating 5/5 - Excellent experience.,2024-05-09,124,True,1.0
REV-50391FEC,PROD-6A196176,CUST-0E541FEA,5,Amazing!,Rating 5/5 - Excellent experience.,2022-09-24,20,False,1.0
REV-79F57F25,PROD-37EE9ABD,CUST-65D9B1D5,4,Not as expected,Rating 4/5 - Excellent experience.,2021-12-21,128,False,0.5
REV-BBCD5046,PROD-EBAC9754,CUST-806EB994,5,Love it,Rating 5/5 - Excellent experience.,2021-09-27,41,True,1.0
REV-CEEDF22C,PROD-889E98A7,CUST-713C023D,3,Decent,Rating 3/5 - Average experience.,2023-02-02,32,True,0.0
REV-58A0ECBF,PROD-91752158,CUST-DB7FDDE0,3,Not as expected,Rating 3/5 - Average experience.,2024-05-12,46,True,0.0
REV-74C91A74,PROD-63DA1C3C,CUST-2CD5E59E,5,Decent,Rating 5/5 - Excellent experience.,2023-02-26,14,False,1.0
REV-AEA0896E,PROD-462CD125,CUST-7DD1FCA1,1,Highly recommend,Rating 1/5 - Disappointing.,2021-06-13,55,True,-1.0
REV-7344F3E0,PROD-68F0ED1B,CUST-200BD429,3,Could be better,Rating 3/5 - Average experience.,2024-06-11,11,True,0.0
REV-B5FB3CE6,PROD-9E907128,CUST-BDCB9413,5,Could be better,Rating 5/5 - Excellent experience.,2023-08-25,98,True,1.0
REV-B9252FFC,PROD-B10A2766,CUST-0E2BCB5B,2,Good value,Rating 2/5 - Disappointing.,2023-03-01,15,False,-0.5
REV-98CD1B40,PROD-34E64CDD,CUST-24761E4F,4,Great product!,Rating 4/5 - Excellent experience.,2021-06-22,68,True,0.5
REV-709309BB,PROD-A0487D5A,CUST-1779BF02,3,Great product!,Rating 3/5 - Average experience.,2023-06-06,103,True,0.0
REV-35273803,PROD-EE7E5661,CUST-747DA912,5,Not as expected,Rating 5/5 - Excellent experience.,2024-03-23,49,True,1.0
