order_id,customer_id,order_date,status,shipping_method,shipping_cost,discount_amount,tax_amount,total_amount,currency,channel,net_revenue
ORD-7EA0C772,CUST-F1EA3AA0,2023-10-10 00:07:08,PENDING,Click & Collect,14.99,0.0,808.45,10929.03,USD,mobile_app,10914.04
ORD-E3892C62,CUST-19344C98,2021-03-05 23:47:02,COMPLETED,Express,0.0,0.0,1171.15,15810.5,USD,social,15810.5
ORD-C365A6B3,CUST-D8D7F196,2024-11-23 23:24:51,CANCELLED,Click & Collect,14.99,0.0,49.59,684.5,USD,marketplace,669.51
ORD-0242B0CE,CUST-6E3C2516,2021-08-21 10:48:06,COMPLETED,Free Shipping,14.99,386.3,587.17,7941.84,USD,web,7540.55
ORD-7911042C,CUST-DF5CDF2D,2023-08-04 03:28:51,SHIPPED,Standard,4.99,509.04,773.73,10450.4,USD,social,9936.37
ORD-242B9C2D,CUST-CFA62420,2021-06-13 14:47:12,COMPLETED,Click & Collect,0.0,0.0,720.62,9728.33,USD,mobile_app,9728.33
ORD-B4C50974,CUST-51BC2F74,2024-08-10 07:28:21,CANCELLED,Free Shipping,0.0,491.71,747.39,10089.82,USD,mobile_app,9598.11
ORD-71815AF7,CUST-FE271386,2022-04-09 10:08:42,REFUNDED,Standard,0.0,0.0,1369.32,18485.88,USD,mobile_app,18485.88
ORD-2C7DD045,CUST-18093B89,2024-02-21 04:07:46,CANCELLED,Express,0.0,978.12,704.25,9507.32,USD,web,8529.2
ORD-00E682C9,CUST-9FEC8043,2021-04-20 10:16:45,COMPLETED,Overnight,4.99,0.0,16.41,226.55,USD,marketplace,221.56
ORD-51CF7A31,CUST-8306CADC,2021-07-02 00:09:56,REFUNDED,Express,14.99,1005.68,724.09,9790.16,USD,web,8769.49
ORD-E7B3E7CB,CUST-889C0F88,2021-05-28 23:42:39,COMPLETED,Express,14.99,1085.54,781.59,10566.4,USD,marketplace,9465.87
ORD-F6D5A962,CUST-DE649B9E,2024-04-28 17:13:44,COMPLETED,Standard,0.0,0.0,436.41,5891.53,USD,email_campaign,5891.53
ORD-5A46B396,CUST-40129E56,2023-08-28 06:58:56,REFUNDED,Standard,0.0,0.0,933.55,12602.96,USD,mobile_app,12602.96
ORD-1BEFEEC1,CUST-FC01366E,2023-12-04 17:34:12,COMPLETED,Click & Collect,9.99,917.44,660.55,8927.47,USD,web,8000.04
ORD-35069D22,CUST-952A05E0,2022-07-28 21:45:19,PENDING,Express,9.99,0.0,707.83,9565.65,USD,email_campaign,9555.66
ORD-25322449,CUST-7DA5C9F4,2024-02-26 20:40:31,CANCELLED,Express,4.99,0.0,1419.58,19169.35,USD,mobile_app,19164.36
ORD-CE493DD7,CUST-A0FF6FD4,2023-09-12 23:34:48,PROCESSING,Standard,0.0,107.28,163.06,2201.32,USD,marketplace,2094.04
ORD-D20ABCA2,CUST-5725736D,2022-05-08 19:41:11,SHIPPED,Click & Collect,9.99,593.6,902.27,12190.66,USD,email_campaign,11587.07
ORD-92535169,CUST-643D05AD,2024-11-21 11:20:35,REFUNDED,Free Shipping,9.99,0.0,1277.09,17250.71,USD,marketplace,17240.72
ORD-A0D57FCA,CUST-FA6733BC,2023-05-10 13:45:26,COMPLETED,Free Shipping,9.99,0.0,386.34,5225.64,USD,mobile_app,5215.65
ORD-55F55467,CUST-6822C9B6,2022-06-27 13:19:00,COMPLETED,Free Shipping,9.99,0.0,423.27,5724.08,USD,web,5714.09
ORD-B63606B5,CUST-00C2A7BF,2024-07-05 13:47:54,SHIPPED,Free Shipping,14.99,0.0,642.86,8693.63,USD,email_campaign,8678.64
ORD-F4C8BFFB,CUST-C7E91D9A,2024-06-08 22:36:54,PROCESSING,Free Shipping,4.99,132.58,95.46,1293.71,USD,marketplace,1156.14
ORD-4F2A9261,CUST-9C1AAD56,2024-07-15 19:22:02,COMPLETED,Standard,9.99,268.28,193.16,2617.68,USD,social,2339.41
ORD-4E140015,CUST-57C7CF21,2023-09-17 01:52:14,PROCESSING,Overnight,0.0,754.2,543.02,7330.8,USD,email_campaign,6576.6
ORD-4A24F152,CUST-A929F9BF,2024-02-04 02:36:57,COMPLETED,Free Shipping,4.99,0.0,908.52,12269.99,USD,email_campaign,12265.0
ORD-3D65E081,CUST-9C4CBF37,2023-01-31 04:30:55,COMPLETED,Click & Collect,0.0,66.51,101.1,1364.83,USD,social,1298.32
ORD-91F7C567,CUST-6BFC6725,2022-09-15 08:00:33,REFUNDED,Standard,0.0,0.0,200.59,2707.95,USD,email_campaign,2707.95
ORD-C4B39024,CUST-7C2954E3,2022-03-12 23:47:48,CANCELLED,Express,4.99,838.13,603.45,8151.57,USD,mobile_app,7308.45
ORD-D381C70F,CUST-A4AD5B5D,2024-05-15 00:37:05,COMPLETED,Click & Collect,4.99,0.0,1171.22,15816.5,USD,social,15811.51
ORD-2800D46D,CUST-04B245DF,2024-01-12 00:06:56,PROCESSING,Click & Collect,4.99,559.05,402.52,5438.97,USD,web,4874.93
ORD-88FB0D4D,CUST-840C1D4E,2022-05-11 07:51:24,PENDING,Overnight,9.99,0.0,806.36,10895.89,USD,social,10885.9
ORD-16D44B39,CUST-AE5A72F1,2024-08-09 13:42:37,SHIPPED,Free Shipping,0.0,1320.2,950.55,12832.37,USD,mobile_app,11512.17
ORD-3C0A153F,CUST-9162CEBC,2021-08-15 23:30:59,SHIPPED,Express,14.99,0.0,983.3,13289.52,USD,social,13274.53
ORD-E89A248D,CUST-C28CCD17,2024-09-08 05:46:44,COMPLETED,Standard,4.99,0.0,555.16,7499.7,USD,web,7494.71
ORD-8AC08BD7,CUST-87EFD635,2023-12-05 13:22:59,SHIPPED,Express,14.99,140.25,213.19,2893.01,USD,mobile_app,2737.77
ORD-6AFF0C7D,CUST-8B09A2C3,2022-09-30 21:47:04,COMPLETED,Free Shipping,0.0,0.0,690.97,9328.06,USD,mobile_app,9328.06
ORD-005DED63,CUST-210E7B05,2024-11-13 04:30:23,PENDING,Click & Collect,14.99,0.0,817.41,11050.03,USD,mobile_app,11035.04
ORD-AE50DDD3,CUST-E5DC27D8,2022-07-05 00:46:51,REFUNDED,Overnight,0.0,0.0,502.84,6788.29,USD,web,6788.29
ORD-624BBF6B,CUST-A1164378,2024-07-03 07:35:25,COMPLETED,Standard,14.99,162.52,247.03,3349.93,USD,mobile_app,3172.42
ORD-18BE1699,CUST-A629A2EC,2024-04-27 15:17:58,CANCELLED,Overnight,0.0,143.43,218.01,2943.17,USD,marketplace,2799.74
ORD-0C2E821C,CUST-A38CD113,2022-03-14 22:25:24,REFUNDED,Standard,14.99,0.0,527.05,7130.22,USD,web,7115.23
ORD-045CA3E0,CUST-2E03D734,2023-08-26 06:39:59,PROCESSING,Overnight,9.99,532.8,809.85,10943.01,USD,web,10400.22
ORD-4B08E52C,CUST-DC120573,2023-01-03 23:40:10,COMPLETED,Express,14.99,616.2,936.62,12659.32,USD,marketplace,12028.13
ORD-EBB660FC,CUST-25AD9C24,2021-04-25 12:21:23,PROCESSING,Express,0.0,0.0,1378.99,18616.37,USD,mobile_app,18616.37
ORD-9B0C0EC6,CUST-7D3E7F86,2022-07-17 08:45:19,COMPLETED,Click & Collect,0.0,0.0,33.91,457.73,USD,social,457.73
ORD-DB79AF37,CUST-38A23767,2021-09-11 20:20:29,SHIPPED,Click & Collect,14.99,542.43,824.49,11145.6,USD,social,10588.18
ORD-3C88DF86,CUST-2DCC276A,2021-04-22 22:38:51,PROCESSING,Free Shipping,0.0,641.14,974.53,13156.18,USD,social,12515.04
ORD-F86827DC,CUST-399ED81E,2022-12-11 23:51:58,PROCESSING,Free Shipping,0.0,0.0,355.95,4805.32,USD,mobile_app,4805.32
ORD-3A9B44CA,CUST-A81E49E7,2021-02-20 21:47:25,SHIPPED,Free Shipping,4.99,0.0,960.44,12970.96,USD,marketplace,12965.97
ORD-CD8C3234,CUST-B0E9A774,2021-05-19 01:11:10,COMPLETED,Express,14.99,2052.4,1477.73,19964.34,USD,marketplace,17896.95
ORD-102055A4,CUST-EA984DC6,2023-12-07 15:30:35,COMPLETED,Free Shipping,0.0,12.93,19.65,265.26,USD,marketplace,252.33
ORD-960C31E4,CUST-D3E451F7,2022-10-26 20:04:16,PENDING,Standard,0.0,1430.02,1029.61,13899.76,USD,social,12469.74
ORD-0BFA1EA7,CUST-64CEB82F,2023-04-12 08:47:24,REFUNDED,Overnight,9.99,0.0,1309.64,17690.18,USD,web,17680.19
ORD-09523C60,CUST-C9B8026B,2024-10-07 15:18:21,CANCELLED,Standard,9.99,591.06,898.41,12138.48,USD,social,11537.43
ORD-C62C70B5,CUST-32E9B554,2024-09-24 00:37:28,CANCELLED,Click & Collect,9.99,938.87,675.99,9135.84,USD,marketplace,8186.98
ORD-48A515D5,CUST-1BD90322,2023-07-10 13:31:39,CANCELLED,Express,0.0,588.45,423.68,5719.7,USD,mobile_app,5131.25
ORD-D5D44B3B,CUST-EB0CA853,2023-04-20 14:16:30,CANCELLED,Express,9.99,0.0,45.17,619.77,USD,mobile_app,609.78
ORD-D71B0EE2,CUST-5B5D73DC,2021-12-19 03:25:06,PROCESSING,Free Shipping,14.99,488.59,742.65,10040.8,USD,marketplace,9537.22
ORD-8379BDFB,CUST-E7D4255B,2024-12-09 14:10:57,COMPLETED,Click & Collect,0.0,372.8,268.41,3623.57,USD,mobile_app,3250.77
ORD-C416B0F3,CUST-D1BA5726,2023-12-10 23:25:45,COMPLETED,Click & Collect,0.0,0.0,861.12,11625.06,USD,email_campaign,11625.06
ORD-6A31BD71,CUST-4E60FECE,2023-07-08 15:02:01,COMPLETED,Standard,14.99,0.0,690.89,9342.04,USD,mobile_app,9327.05
ORD-E5C1F132,CUST-E941214B,2023-01-11 17:51:27,PENDING,Overnight,0.0,0.0,460.94,6222.66,USD,email_campaign,6222.66
ORD-0404FE7B,CUST-C71A96AC,2023-04-23 19:27:18,PROCESSING,Click & Collect,4.99,0.0,1210.78,16350.47,USD,mobile_app,16345.48
ORD-AC752BBC,CUST-1FA7A5EC,2021-02-02 11:03:30,REFUNDED,Standard,4.99,0.0,1693.7,22869.88,USD,marketplace,22864.89
ORD-7AE6A896,CUST-E1BFF476,2023-03-12 04:26:28,PENDING,Express,0.0,0.0,213.72,2885.17,USD,marketplace,2885.17
ORD-3905BC6A,CUST-51B5AF9C,2023-07-13 02:39:30,PENDING,Standard,0.0,605.73,436.13,5887.7,USD,marketplace,5281.97
ORD-1562EDB3,CUST-E8DA77CA,2023-05-03 03:40:49,COMPLETED,Free Shipping,9.99,118.61,180.29,2443.93,USD,web,2315.33
ORD-86899EE7,CUST-7FD21EA8,2021-02-05 19:45:04,COMPLETED,Express,0.0,0.0,861.52,11630.47,USD,email_campaign,11630.47
ORD-E8173A46,CUST-C4B6EED9,2024-06-21 15:02:20,PENDING,Overnight,14.99,0.0,218.78,2968.56,USD,social,2953.57
ORD-5BD53377,CUST-50DB9F7C,2022-05-09 16:44:50,COMPLETED,Overnight,14.99,0.0,749.7,10135.98,USD,email_campaign,10120.99
ORD-D89493D1,CUST-636658D4,2021-05-01 12:30:58,REFUNDED,Standard,9.99,0.0,1161.13,15685.24,USD,marketplace,15675.25
ORD-DFD6BA39,CUST-519829A5,2023-03-02 00:08:54,PENDING,Click & Collect,9.99,0.0,435.69,5891.85,USD,marketplace,5881.86
ORD-2C9E2C69,CUST-8407E108,2024-01-29 18:19:22,COMPLETED,Overnight,9.99,1167.12,840.32,11354.36,USD,mobile_app,10177.25
ORD-48AFB173,CUST-618A5890,2022-02-16 08:06:18,COMPLETED,Click & Collect,0.0,679.91,489.54,6608.77,USD,mobile_app,5928.86
ORD-2F6A4850,CUST-001B519D,2022-07-21 11:14:55,SHIPPED,Click & Collect,4.99,1228.05,884.2,11941.66,USD,marketplace,10708.62
ORD-59E77964,CUST-12C474EA,2021-12-23 16:05:30,COMPLETED,Standard,4.99,0.0,887.48,11985.94,USD,marketplace,11980.95
ORD-4901BC02,CUST-C0FE1DCD,2023-03-22 15:20:03,COMPLETED,Express,14.99,949.04,683.31,9239.62,USD,social,8275.59
ORD-94EB347F,CUST-E9923E93,2023-02-11 00:38:43,COMPLETED,Express,14.99,902.64,649.9,8788.65,USD,mobile_app,7871.02
ORD-C05513FD,CUST-958F9AB8,2023-09-21 05:27:54,REFUNDED,Standard,0.0,165.11,250.97,3388.04,USD,marketplace,3222.93
ORD-B64B47F9,CUST-CF59B97B,2024-08-03 10:20:45,PROCESSING,Standard,0.0,0.0,1020.02,13770.29,USD,mobile_app,13770.29
ORD-4A36BBF4,CUST-B09F3709,2021-05-09 05:33:39,PENDING,Standard,14.99,5.7,8.67,132.01,USD,email_campaign,111.32
ORD-B5FA5C4E,CUST-60392C68,2023-02-28 20:04:05,COMPLETED,Free Shipping,0.0,0.0,815.91,11014.76,USD,email_campaign,11014.76
ORD-C783275A,CUST-CDB7BCCA,2024-01-03 10:31:43,CANCELLED,Overnight,0.0,619.03,940.93,12702.52,USD,web,12083.49
ORD-48A18C4E,CUST-E170D894,2023-07-14 07:57:27,REFUNDED,Standard,0.0,0.0,1346.33,18175.42,USD,social,18175.42
ORD-B67E2300,CUST-CAC38E7B,2022-11-14 15:28:22,CANCELLED,Express,4.99,73.96,112.42,1522.62,USD,email_campaign,1443.67
ORD-8D9A9562,CUST-09A14C11,2024-09-16 16:41:45,PENDING,Click & Collect,4.99,0.0,531.23,7176.64,USD,marketplace,7171.65
ORD-CB7D7D65,CUST-B6019792,2022-09-22 12:50:23,PROCESSING,Click & Collect,0.0,325.78,495.19,6685.02,USD,marketplace,6359.24
ORD-9CA9E119,CUST-DD993EB2,2024-08-09 18:15:01,CANCELLED,Free Shipping,0.0,0.0,297.42,4015.13,USD,web,4015.13
ORD-5CA19D73,CUST-E70B840D,2024-02-26 20:29:04,SHIPPED,Free Shipping,14.99,0.0,169.01,2296.59,USD,social,2281.6
ORD-604EB0EC,CUST-ABEC2396,2022-01-18 09:41:53,REFUNDED,Click & Collect,0.0,0.0,48.13,649.74,USD,social,649.74
ORD-FA55D618,CUST-0821F33F,2021-12-14 23:03:34,PENDING,Click & Collect,9.99,0.0,355.91,4814.74,USD,web,4804.75
ORD-972C0101,CUST-2B06FBB3,2021-08-26 03:39:25,PENDING,Free Shipping,9.99,0.0,769.15,10393.52,USD,marketplace,10383.53
ORD-54B82423,CUST-30B70A47,2023-06-15 17:15:42,COMPLETED,Click & Collect,9.99,97.75,70.38,960.15,USD,email_campaign,852.41
ORD-2119D79E,CUST-D01C739A,2022-11-26 11:02:38,PENDING,Overnight,9.99,876.05,630.76,8525.25,USD,mobile_app,7639.21
ORD-C3F34687,CUST-53349619,2022-01-05 15:52:44,COMPLETED,Express,0.0,0.0,750.96,10138.0,USD,email_campaign,10138.0
ORD-D5AFECCB,CUST-45E6BD77,2024-11-24 00:50:37,CANCELLED,Standard,0.0,58.19,88.45,1194.12,USD,web,1135.93
ORD-20B14FC4,CUST-0EA0DC8C,2023-06-17 03:18:27,REFUNDED,Free Shipping,4.99,36.82,55.96,760.51,USD,web,718.7
ORD-39D72F01,CUST-0558824E,2023-11-11 12:12:50,COMPLETED,Click & Collect,14.99,1256.12,1909.3,25790.53,USD,mobile_app,24519.42
ORD-4344AC3C,CUST-539DCAAD,2023-08-02 02:22:46,PENDING,Free Shipping,0.0,0.0,241.8,3264.29,USD,social,3264.29
ORD-71C754F5,CUST-BA72A47D,2021-07-21 03:45:48,PENDING,Overnight,14.99,0.0,356.15,4823.01,USD,mobile_app,4808.02
ORD-4E4A5C1C,CUST-59A78C1A,2022-11-10 10:44:54,COMPLETED,Express,0.0,0.0,990.72,13374.77,USD,marketplace,13374.77
ORD-F859C9EF,CUST-44252219,2023-09-01 09:29:18,PROCESSING,Click & Collect,0.0,615.22,935.13,12624.26,USD,marketplace,12009.04
ORD-0BE3E20C,CUST-ABB1CCC4,2024-11-09 01:55:03,CANCELLED,Express,14.99,0.0,1197.31,16178.65,USD,social,16163.66
ORD-6D1E4B1E,CUST-5D629BF4,2022-08-14 09:26:31,REFUNDED,Free Shipping,0.0,294.56,212.09,2863.16,USD,social,2568.6
ORD-D812E906,CUST-F4E850DE,2023-03-03 06:44:27,COMPLETED,Standard,0.0,475.09,722.13,9748.74,USD,mobile_app,9273.65
ORD-772AD40B,CUST-273241D2,2023-11-12 22:50:24,COMPLETED,Standard,14.99,778.45,1183.24,15988.78,USD,social,15195.34
ORD-1CB78E1B,CUST-DBAE55B8,2024-03-18 22:57:07,CANCELLED,Overnight,9.99,215.58,155.22,2105.44,USD,marketplace,1879.87
ORD-C650CAEA,CUST-8F9C40A8,2022-05-21 00:14:03,COMPLETED,Free Shipping,0.0,0.0,947.38,12789.68,USD,web,12789.68
ORD-9E79E849,CUST-4E8CF724,2024-10-09 04:13:08,CANCELLED,Standard,0.0,0.0,441.72,5963.18,USD,email_campaign,5963.18
ORD-7779ACAB,CUST-FBB993A4,2023-08-10 12:32:27,COMPLETED,Click & Collect,0.0,0.0,1783.67,24079.58,USD,social,24079.58
ORD-F278903E,CUST-200BD429,2022-12-29 01:11:55,CANCELLED,Free Shipping,0.0,0.0,1065.6,14385.65,USD,email_campaign,14385.65
ORD-C1822C57,CUST-4BA2A097,2022-07-03 23:26:13,REFUNDED,Overnight,4.99,172.97,124.54,1686.22,USD,mobile_app,1508.26
ORD-D4414FC5,CUST-AE3C0711,2021-03-03 06:04:10,COMPLETED,Overnight,14.99,0.0,1430.52,19326.99,USD,marketplace,19312.0
ORD-3B185ABC,CUST-7C2954E3,2024-08-26 19:40:51,COMPLETED,Free Shipping,0.0,0.0,897.44,12115.45,USD,marketplace,12115.45
ORD-CA202320,CUST-9135E25C,2021-03-17 04:57:50,SHIPPED,Click & Collect,14.99,731.29,526.53,7123.1,USD,web,6376.82
ORD-9885C3FF,CUST-EE8A9280,2022-12-12 06:46:28,COMPLETED,Click & Collect,0.0,0.0,583.22,7873.46,USD,marketplace,7873.46
ORD-ECBDB203,CUST-F90C9D04,2023-03-03 21:11:42,COMPLETED,Free Shipping,9.99,0.0,196.02,2656.28,USD,email_campaign,2646.29
ORD-3F93D096,CUST-02810326,2024-01-03 05:35:10,SHIPPED,Overnight,0.0,0.0,1167.79,15765.11,USD,marketplace,15765.11
ORD-20E13CA9,CUST-79EBC192,2024-01-17 20:51:01,SHIPPED,Overnight,9.99,0.0,135.51,1839.33,USD,marketplace,1829.34
ORD-37C01177,CUST-FFC4D5DB,2024-01-22 20:33:26,COMPLETED,Free Shipping,9.99,0.0,1558.57,21050.72,USD,email_campaign,21040.73
ORD-B7F50044,CUST-A238899A,2024-09-01 16:10:31,COMPLETED,Overnight,4.99,754.9,1147.45,15495.58,USD,web,14735.69
ORD-B2914E39,CUST-5FBBC67A,2021-07-31 06:15:50,COMPLETED,Click & Collect,9.99,0.0,428.73,5797.87,USD,email_campaign,5787.88
ORD-3F156C10,CUST-4D81286C,2021-06-13 23:03:49,CANCELLED,Free Shipping,9.99,0.0,531.3,7182.49,USD,web,7172.5
ORD-530F397F,CUST-3A715481,2024-07-18 11:45:21,COMPLETED,Express,0.0,1072.94,772.51,10428.92,USD,marketplace,9355.98
ORD-CD59F041,CUST-A20E1D48,2022-06-11 13:56:09,SHIPPED,Standard,0.0,0.0,1246.88,16832.88,USD,web,16832.88
ORD-7D0407CA,CUST-55261345,2024-07-13 20:42:19,CANCELLED,Click & Collect,14.99,1005.88,1528.93,20655.57,USD,marketplace,19634.7
ORD-836B3DE0,CUST-93F64E64,2023-05-17 04:32:55,SHIPPED,Free Shipping,9.99,0.0,344.86,4665.6,USD,marketplace,4655.61
ORD-8D18D07D,CUST-A8C167AD,2021-09-28 11:50:33,CANCELLED,Express,9.99,0.0,1103.68,14909.72,USD,mobile_app,14899.73
ORD-874E563D,CUST-061B945D,2024-02-17 07:02:17,PENDING,Express,0.0,32.31,23.26,314.05,USD,social,281.74
ORD-6C715DDB,CUST-708B593F,2023-03-25 08:24:54,REFUNDED,Overnight,9.99,1168.48,841.31,11367.65,USD,email_campaign,10189.18
ORD-91BFB33B,CUST-D0F6D1DD,2021-03-30 19:17:23,PROCESSING,Express,4.99,0.0,929.35,12551.18,USD,email_campaign,12546.19
ORD-71954AC4,CUST-AC0C8AD8,2021-12-07 12:21:47,REFUNDED,Click & Collect,0.0,1156.32,832.55,11239.45,USD,marketplace,10083.13
ORD-59BE0EFE,CUST-4376468E,2024-09-15 08:25:23,COMPLETED,Standard,0.0,0.0,1241.51,16760.37,USD,social,16760.37
ORD-9E6A4C64,CUST-11C71D72,2024-09-18 13:40:27,CANCELLED,Overnight,4.99,0.0,903.81,12206.39,USD,marketplace,12201.4
ORD-F168038C,CUST-F97328D0,2022-07-05 16:32:55,CANCELLED,Free Shipping,9.99,0.0,692.93,9364.55,USD,email_campaign,9354.56
ORD-056C5502,CUST-18C2287A,2022-01-30 14:34:17,COMPLETED,Free Shipping,0.0,0.0,750.68,10134.23,USD,email_campaign,10134.23
ORD-E54D752F,CUST-31BA7B76,2024-04-16 22:32:52,COMPLETED,Express,14.99,0.0,820.37,11089.97,USD,social,11074.98
ORD-CDED3B06,CUST-5B484E39,2023-10-10 15:01:44,PENDING,Express,0.0,0.0,666.2,8993.67,USD,web,8993.67
ORD-6F15E9F9,CUST-1E51AF87,2022-09-02 22:41:32,COMPLETED,Click & Collect,14.99,0.0,1205.49,16289.15,USD,mobile_app,16274.16
ORD-95DFE4D5,CUST-1BE9E694,2024-10-21 00:20:58,COMPLETED,Standard,14.99,0.0,10.88,161.91,USD,email_campaign,146.92
ORD-33DF9A59,CUST-1CA5FCB0,2024-08-09 00:35:58,PROCESSING,Click & Collect,0.0,642.23,976.19,13178.56,USD,social,12536.33
ORD-C7E239A4,CUST-ABB1CCC4,2024-04-06 10:00:41,PROCESSING,Overnight,0.0,0.0,847.17,11436.78,USD,mobile_app,11436.78
ORD-CFDDA9D0,CUST-BC6046DC,2024-04-04 15:23:21,REFUNDED,Free Shipping,14.99,290.84,442.08,5983.12,USD,social,5677.29
ORD-EAF8FD2D,CUST-6E03641C,2024-03-03 18:04:20,COMPLETED,Free Shipping,0.0,0.0,428.51,5784.93,USD,mobile_app,5784.93
ORD-0F0A9EC2,CUST-FCAA983C,2022-05-24 17:37:34,SHIPPED,Free Shipping,0.0,1027.45,739.77,9986.84,USD,email_campaign,8959.39
ORD-1682CA3C,CUST-2D0D655E,2022-01-09 09:51:40,REFUNDED,Express,14.99,0.0,177.4,2409.95,USD,web,2394.96
ORD-F3BEDC61,CUST-CC23F9E1,2022-12-03 07:33:25,PROCESSING,Click & Collect,14.99,0.0,1257.0,16984.53,USD,email_campaign,16969.54
ORD-8343D707,CUST-1BAB5799,2023-10-26 16:53:28,PENDING,Standard,0.0,0.0,650.13,8776.8,USD,social,8776.8
ORD-822836F9,CUST-7A565EBA,2023-11-18 01:20:46,COMPLETED,Standard,0.0,0.0,690.89,9326.96,USD,email_campaign,9326.96
ORD-EC18F7E1,CUST-E34A5E5B,2023-10-28 13:43:26,COMPLETED,Overnight,14.99,0.0,252.72,3426.73,USD,marketplace,3411.74
ORD-835BB822,CUST-58EC1B7B,2021-01-22 08:31:26,REFUNDED,Free Shipping,4.99,0.0,127.0,1719.5,USD,web,1714.51
ORD-2472136A,CUST-19FBC118,2022-07-29 13:56:55,COMPLETED,Click & Collect,0.0,0.0,498.0,6723.03,USD,mobile_app,6723.03
ORD-1F30B24A,CUST-5E9C8592,2021-12-22 09:37:16,CANCELLED,Click & Collect,0.0,0.0,840.02,11340.25,USD,social,11340.25
ORD-8053DB44,CUST-BFE9D66C,2021-04-27 06:22:43,REFUNDED,Express,0.0,0.0,1770.39,23900.3,USD,web,23900.3
ORD-83916E22,CUST-8B387D9E,2021-02-23 18:54:02,COMPLETED,Standard,9.99,0.0,600.93,8122.5,USD,web,8112.51
ORD-4C02D0E7,CUST-40EF7179,2024-10-25 12:00:06,COMPLETED,Click & Collect,4.99,541.33,389.76,5266.72,USD,mobile_app,4720.4
ORD-593A6980,CUST-0D9E1F38,2024-10-24 23:26:49,COMPLETED,Click & Collect,4.99,0.0,425.29,5746.37,USD,mobile_app,5741.38
ORD-0DB7DDB0,CUST-8A5C1E43,2021-12-04 12:09:09,COMPLETED,Free Shipping,14.99,404.95,615.52,8324.51,USD,marketplace,7904.57
ORD-368C7802,CUST-EECB2070,2023-03-02 07:17:28,COMPLETED,Overnight,9.99,0.0,703.7,9509.93,USD,email_campaign,9499.94
ORD-A50B6E5E,CUST-6E4FFA93,2023-04-05 20:09:53,CANCELLED,Click & Collect,0.0,248.84,179.17,2418.76,USD,marketplace,2169.92
ORD-9E4533BE,CUST-091B3660,2024-03-18 22:31:45,COMPLETED,Free Shipping,14.99,1113.53,801.74,10838.45,USD,mobile_app,9709.93
ORD-05E8E24C,CUST-713A1982,2021-11-28 13:36:47,PROCESSING,Free Shipping,0.0,543.07,825.47,11143.88,USD,email_campaign,10600.81
ORD-DFEFBD93,CUST-A8403EFE,2022-11-06 07:32:41,SHIPPED,Free Shipping,14.99,805.88,580.23,7848.11,USD,email_campaign,7027.24
ORD-CCDE82DD,CUST-518288E3,2022-02-07 21:18:50,COMPLETED,Express,9.99,0.0,214.15,2901.07,USD,email_campaign,2891.08
ORD-26F99105,CUST-536D2FDF,2022-11-17 18:33:58,CANCELLED,Overnight,4.99,0.0,83.59,1133.44,USD,web,1128.45
ORD-F62D8653,CUST-4F724A19,2021-01-07 18:45:40,COMPLETED,Express,14.99,62.66,45.12,624.1,USD,marketplace,546.45
ORD-3C8BABD2,CUST-1AB82CC3,2022-08-23 06:10:12,COMPLETED,Standard,9.99,0.0,1241.85,16775.01,USD,mobile_app,16765.02
ORD-C21229F4,CUST-1A21D4A1,2023-04-27 20:41:08,SHIPPED,Click & Collect,14.99,0.0,221.51,3005.35,USD,marketplace,2990.36
ORD-1C024CB6,CUST-7ECC1C41,2023-09-25 21:04:39,COMPLETED,Standard,14.99,154.0,234.08,3175.06,USD,social,3006.07
ORD-3DE4331C,CUST-D42ED721,2024-10-05 10:46:18,COMPLETED,Standard,0.0,444.0,674.88,9110.85,USD,mobile_app,8666.85
ORD-18AAB38B,CUST-D1383C1F,2021-01-23 20:40:05,COMPLETED,Click & Collect,4.99,0.0,484.38,6544.17,USD,social,6539.18
ORD-59732D93,CUST-6950DD3F,2022-05-07 22:33:46,SHIPPED,Express,9.99,673.87,485.18,6559.96,USD,mobile_app,5876.1
ORD-828FB47E,CUST-E754D9D7,2021-07-11 08:06:25,SHIPPED,Overnight,9.99,376.02,270.73,3664.9,USD,email_campaign,3278.89
ORD-1F47AA2D,CUST-29EEB9A6,2021-09-18 19:12:26,COMPLETED,Free Shipping,0.0,0.0,386.99,5224.42,USD,email_campaign,5224.42
ORD-3F85146F,CUST-2727715A,2023-01-22 11:19:29,PROCESSING,Overnight,4.99,0.0,334.75,4524.07,USD,mobile_app,4519.08
ORD-7AE3DA33,CUST-06548A81,2022-03-07 12:18:56,REFUNDED,Free Shipping,0.0,761.6,1157.63,15628.01,USD,web,14866.41
ORD-088405A5,CUST-A0EAF6ED,2024-09-06 02:52:47,COMPLETED,Standard,9.99,0.0,947.16,12796.7,USD,mobile_app,12786.71
ORD-CECB339F,CUST-6E4FFA93,2024-02-18 13:15:38,COMPLETED,Express,4.99,777.68,559.93,7564.02,USD,marketplace,6781.35
ORD-45392ADF,CUST-0D490725,2024-07-06 20:08:12,COMPLETED,Overnight,0.0,0.0,15.76,212.82,USD,mobile_app,212.82
ORD-04ECF8F6,CUST-ED2B5D1C,2024-09-19 15:14:07,PENDING,Free Shipping,0.0,0.0,310.01,4185.15,USD,social,4185.15
ORD-3907CE85,CUST-28725B20,2021-12-19 15:49:09,COMPLETED,Overnight,0.0,0.0,870.1,11746.29,USD,email_campaign,11746.29
